代號,名稱,年/月,報表別F/M,升降,TCRI,系統分級,APLr,MGT易手,炒股,庫藏股,CFO不一致,總分,ADE減分,規模,獲利,安全,效率
3552,同致,2020/06,M,-,6,7 7,AP +,,,,,294,,52,-9,82,-20
3554,精品,2020/06,M,-,7,6 6, P,,,,,401,,1,,100,90
3555,重鵬,2020/06,M,-,8,6 6, P,+,,,,375,,1,-17,100,99
3556,禾瑞亞,2020/06,M,-,6,5 3,,+,,,,633,,8,114,100,-24
3557,嘉威,2020/06,M,-,8,3 2,,+,,,,685,,30,120,72,50
3558,神準,2020/06,M,-,4,3 3,AP,+,,,,617,,53,50,96,75
3563,牧德,2020/06,M,-,5,4 3,A,+,,,,666,,23,120,100,-40
3564,其陽,2020/06,M,-,7,6 6, P,+,,,,350,,10,4,100,10
3567,逸昌,2020/06,F,-,6,6 3,,,,,,640,,3,90,100,65
3570,大塚,2020/06,M,-,6,6 2,,+,,,,687,,6,100,100,74
3572,宏芯,2020/06,M,-,6,7 7,AP,+,,,,299,,1,-6,100,7
3576,聯合再生,2020/06,M,-,8,7 7,AP,+,,,,257,,118,-21,51,33
3577,泓格,2020/06,M,-,6,7 7, P,,,,,279,,6,15,87,-40
3580,友威科,2020/06,M,-,6,7 7,AP,,,,,285,,4,3,100,-40
3581,博磊,2020/06,M,-,6,6 5,A,+,,,,423,,8,58,91,-40
3583,辛耘,2020/06,M,-,5,4 4,A,,,,,519,,28,53,100,3
3585,聯致,2020/06,M,-,7,6 6,,,,,,339,,6,1,100,15
3587,閎康,2020/06,M, ↑,4,4 4,,+,,,,586,,25,59,100,60
3588,通嘉,2020/06,M,-,6,6 6,,+,,,,356,,8,10,100,11
3591,艾笛森,2020/06,M,-,6,6 6, P,,,,,405,,18,1,100,61
3592,瑞鼎,2020/06,M,-,5,3 3,A,+,,,+,618,,74,47,96,41
3593,力銘,2020/06,M,-,9,9 9,AP,+,,,,115,,4,6,33,-14
3594,磐儀,2020/06,M,↓,8,8 8,AP,,,,,226,,15,12,65,-40
3595,山太士,2020/06,M,-,8,6 4, P,+,,,,522,,2,56,100,49
3596,智易,2020/06,M,-,5,2 2,A,+,,,+,696,,136,42,90,30
3597,映興,2020/06,M,-,7,6 6,A,,,,,390,,4,32,84,34
3601,前源,2020/06,F,-,7,6 6,AP,+,,,,355,,2,2,96,46
3603,建祥國際,2020/06,M,-,9,6 6, P,+,,,,357,,1,7,89,68
3605,宏致,2020/06,M,-,5,5 5,AP,,,,,466,,64,14,90,28
3607,谷崧,2020/06,M,-,7,6 6, P,+,,,,344,,28,-28,100,66
3609,東林,2020/06,M,↓,8,6 6,AP,+,,,,361,,3,-3,100,54
3611,鼎翰,2020/06,M,-,4,3 3,A,,,,,602,,48,76,78,45
3615,安可,2020/06,M,-,7,7 7,AP,,,,,259,,7,-8,100,-40
3617,碩天,2020/06,M,-,4,5 5,A,,,,,433,,68,23,77,-4
3622,洋華,2020/06,M,-,7,6 6,AP,,,,,371,,12,-4,100,54
3623,富晶通,2020/06,F,-,7,6 6, P,+,,,,373,,3,-5,100,76
3624,光頡,2020/06,M,-,5,5 5,A,+,,,,441,,17,42,100,-20
3625,西勝,2020/06,M,-,7,8 8,AP,,,,,169,,17,-25,73,-19
3627,華信科,2020/06,F,↓,7,6 6,A,+,,,,384,,5,7,100,53
3628,盈正,2020/06,M,-,6,7 7,AP,,,,,264,,18,10,80,-40
3629,地心引力,2020/06,M,-,8,5 5,,+,,,,479,,5,28,99,88
3630,新鉅科,2020/06,M,-,6,6 6,AP,+,,,,388,,36,-15,100,58
3631,晟楠,2020/06,M,-,8,7 7,AP,,,,,256,,4,-9,98,-40
3632,研勤,2020/06,M,-,9,9 9,AP,,,,,72,,3,-60,60,71
3633,云光,2020/06,M,-,5,5 5,A,+,,,,435,,22,12,100,57
3642,駿熠電,2020/06,M,-,8,8 8,AP +,+,,,,185,,1,-55,100,11
3645,達邁,2020/06,M,-,6,5 4,,+,,,,518,,23,75,73,27
3646,艾恩特,2020/06,M,-,6,6 5,A,,,,,465,,3,50,100,9
3652,精聯,2020/06,M,-,6,6 6,AP,+,,,,353,,12,-6,99,29
3653,健策,2020/06,M,-,4,3 3,,,,,,660,,58,85,100,-12
3656,聯勝,2020/06,M,-,D,D D, P +,+,,,,-888,,5,-60,-888,-40
3659,百辰,2020/06,M,-,6,6 5,A,,,,,488,,9,54,95,24
3661,世芯-KY,2020/06,M, ↑,4,3 3,,,,,,630,,50,89,100,-38
3663,鑫科,2020/06,M,-,6,6 6, P,+,,,,385,,13,8,94,53
3664,安瑞-KY,2020/06,M,-,7,8 8,AP,,,,,208,,4,-41,100,-13
3665,貿聯-KY,2020/06,M,-,4,2 2,A,,,,,738,,115,59,100,31
3666,光耀,2020/06,M,-,7,7 7, P,+,,,,334,,8,8,97,3
3669,圓展,2020/06,M,-,5,5 5,A,,,,,453,,19,36,100,7
3672,康聯訊,2020/06,M,-,7,7 7,AP,,,,,309,,4,-4,89,24
3673,TPK-KY,2020/06,M,-,6,5 3, P +,+,,,,633,,140,3,85,90
3674,康訊,2020/06,M,↓,9,9 9,AP,,,,,41,,1,-54,75,-40
3675,德微,2020/06,M,-,6,6 6,,,,,,381,,13,51,53,42
3678,聯享,2020/06,F,-,8,9 9,AP,,,,,155,,2,,62,-40
3679,新至陞,2020/06,M,-,5,4 3,,,,,,643,,43,72,100,42
3680,家登,2020/06,M,-,7,5 5,A,,,,,454,,30,82,63,-40
3682,亞太電,2020/06,M,-,6,5 5, P +,+,,,,453,,117,-29,100,89
3684,榮昌,2020/06,M,-,6,6 4,,,,,,574,,4,68,100,64
3685,元創精密,2020/06,M,-,7,6 6,AP,+,,,,361,,7,-11,99,60
3686,達能,2020/06,F,-,8,6 6, P,+,,,,390,,1,-12,100,100
3687,歐買尬,2020/06,M,-,7,6 3,,+,,,,603,,15,58,100,99
3688,華立捷,2020/06,M,-,8,6 4,A,+,,,,514,,8,50,100,47
3689,湧德,2020/06,M,-,6,6 6, P,,,,,367,,41,16,77,6
3690,群豐,2020/06,M,-,9,9 9, P +,+,,,,"-1,185",,3,-60,-257,82
3691,碩禾,2020/06,M,-,8,7 7, P,,,,,268,,68,-6,53,17
3693,營邦,2020/06,M,-,7,5 5,A,,,,,487,,23,41,90,48
3694,海華,2020/06,M,-,7,5 5,A,+,,,+,492,,53,41,76,36
3698,隆達,2020/06,M,-,6,5 5, P +,+,,,,429,,74,-13,100,39
3701,大眾控,2020/06,M,-,8,5 5,AP,+,,,,448,,51,8,99,26
3702,大聯大,2020/06,M,-,4,4 4,AP,,,,+,541,,140,30,41,50
3703,欣陸,2020/06,M,-,5,5 5,AP,+,,,+,484,,129,39,50,-40
3704,合勤控,2020/06,M,-,6,4 4,AP,+,,,,523,,101,4,93,42
3705,永信,2020/06,M,-,4,4 4,A,+,,,,535,,71,69,76,-40
3706,神達,2020/06,M,-,4,3 3,A,,,,,638,,140,17,92,33
3707,漢磊,2020/06,M,-,7,6 6, P,+,,,,360,,55,-14,90,31
3708,上緯投控,2020/06,M,-,6,4 4,A,+,,,,536,,61,52,99,-40
3709,鑫聯大投控,2020/06,M,-,7,6 6, P,,,,,377,,80,27,18,82
3710,連展投控,2020/06,M,-,9,9 9,AP +,,,,,153,,62,-5,20,16
3711,日月光投控,2020/06,M,-,3,3 3,A,,,,,675,,140,44,65,67
3712,永崴投控,2020/06,M,-,6,6 6,AP +,,,,,355,,76,-4,56,77
3713,新晶投控,2020/06,M,N,7,7 7,AP,,,,,256,,1,-5,100,-40
4102,永日,2020/06,M,-,6,6 6,A,+,,,,395,,3,53,90,-40
4104,佳醫,2020/06,M,-,5,3 3,,+,,,,617,,68,43,100,52
4105,東洋,2020/06,M,-,4,4 4,A,+,,,,589,,50,87,90,-40
4106,雃博,2020/06,M,-,5,5 5,AP,+,,,,457,,17,39,94,26
4107,邦特,2020/06,M,-,5,4 2,,,,,,680,,17,99,100,49
4108,懷特,2020/06,M,-,7,8 8,AP,,,,,230,,1,-18,100,-40
4109,加捷生醫,2020/06,M,-,9,6 6, P,+,,,,362,,2,-13,94,93
4111,濟生,2020/06,M,-,5,5 4,,,,,,514,,7,49,100,54
4113,聯上,2020/06,F,-,7,9 9,APL,,,,+,-217,,5,-8,-47,-40
4114,健喬,2020/06,M,-,7,7 7,AP +,,,,,266,,42,1,74,-40
4115,善德生技,2020/06,M,↓,7,7 7, P,+,,,,291,,6,11,72,31
4116,明基醫,2020/06,M,-,6,6 6,AP,+,,,,393,,9,17,91,50
4117,普生,2020/06,M,-,7,7 7, P,+,,,,296,,1,-4,91,7
4118,友合生技,2020/06,F,-,D,D D,AP,+,,,,-888,,,-60,-888,-40
4119,旭富,2020/06,M,-,4,4 2,A,,,,,732,,26,120,100,20
4120,友華,2020/06,M,-,5,4 4,A,+,,,,561,,53,57,88,18
4121,優盛,2020/06,M,-,6,5 5,,+,,,,447,,24,27,92,43
4123,晟德,2020/06,M,-,6,8 8,AP,,,,,222,,15,,39,76
4126,太醫,2020/06,M,-,4,4 3,,+,,,,626,,21,82,93,60
4127,天良,2020/06,F,-,8,7 7, P,+,,,,265,,2,-16,88,25
4128,中天,2020/06,M,-,6,4 2,AP,+,,,,682,,22,88,100,74
4129,聯合,2020/06,M,-,6,8 8,AP,,,,,237,,30,-1,73,-40
4130,健亞,2020/06,M,-,6,6 5,A,+,,,,431,,6,45,100,-16
4131,晶宇,2020/06,M,-,9,9 9,AP,+,,,,107,,1,-32,74,-40
4132,國鼎,2020/06,M,-,9,9 9, P +,+,,,,13,,1,-60,74,-40
4133,亞諾法,2020/06,M,-,5,6 6,,,,,,394,,4,42,100,-40
4136,太和-KY,2020/06,M,-,8,8 8,AP,,,,,223,,6,-24,72,50
4137,麗豐-KY,2020/06,M,-,4,4 4,A,+,,,,582,,46,88,89,-40
4138,曜亞,2020/06,M,-,6,5 4,A,+,,,,519,,10,54,100,39
4139,馬光-KY,2020/06,M,-,7,6 6,AP,+,,,,396,,6,32,71,75
4141,龍燈-KY,2020/06,M,-,9,9 9, P +,,,,,84,,78,-4,13,-27
4142,國光生,2020/06,M,-,8,7 7,AP,,,,,277,,22,-13,100,-40
4144,康聯-KY,2020/06,M,↓,7,7 7,AP,+,,,,270,,20,-1,78,-5
4147,中裕,2020/06,M,-,7,6 6,A,+,,,,353,,10,25,100,-40
4148,全宇生技-KY,2020/06,M,-,6,6 6,AP,,,,,364,,13,7,100,9
4150,優你康,2020/06,M,↓,9,9 9, P +,+,,,,60,,11,-60,77,-7
4151,明躍,2020/06,M,-,9,9 9, P,+,,,,-984,,9,-21,-260,52
4152,台微體,2020/06,T,-,7,9 9, P,,,,,78,,1,-60,57,86
4153,鈺緯,2020/06,M,↓,7,6 6,A,,,,,383,,5,38,100,-40
4154,康樂-KY,2020/06,M,-,7,6 5,AP,+,,,,480,,3,38,100,61
4155,訊映,2020/06,M,-,6,5 5,,+,,,,439,,11,52,84,12
4157,太景*-KY,2020/06,M,-,6,9 9,AP,+,,,,120,,,-60,100,-40
4160,創源,2020/06,M,-,6,6 6, P,,,,,360,,2,-1,100,51
4161,聿新科,2020/06,M,↓,8,8 8,AP,,,,,197,,5,-6,76,-40
4162,智擎,2020/06,M,-,5,6 5,,+,,,,421,,4,51,100,-40
4163,鐿鈦,2020/06,M,-,4,4 4,A,+,,,,555,,17,89,98,-40
4164,承業醫,2020/06,M,-,6,6 6,A,+,,,,397,,40,54,65,-40
4166,友霖,2020/06,M,-,7,8 8,AP +,+,,,,189,,4,-20,69,15
4167,松瑞藥,2020/06,F,-,7,5 5,A,+,,,,472,,22,56,100,-40
4168,醣聯,2020/06,M,-,7,8 8,AP +,+,,,,200,,,-27,66,66
4169,泰宗,2020/06,M,-,6,5 5,,,,,,494,,4,76,100,-40
4170,鑫品,2020/06,M,-,8,9 9,AP +,+,,,,159,,1,-42,70,57
4171,瑞基,2020/06,M, ↑,7,5 3,,,,,,627,,4,120,100,-40
4172,因華,2020/06,F,-,7,7 7,AP,+,,,,255,,1,-19,100,-15
4173,久裕,2020/06,F,-,7,5 5,,+,,,,465,,15,23,100,67
4174,浩鼎,2020/06,T,-,7,7 7, P,+,,,,254,,1,-49,100,100
4175,杏一,2020/06,M,-,5,6 6,,,,,,343,,42,31,35,59
4183,福永生技,2020/06,F,-,6,6 4,,+,,,,540,,3,58,100,61
4184,昕琦,2020/06,M,-,7,7 7,AP,+,,,,275,,5,5,64,39
4186,尖端醫,2020/06,F,-,8,9 9,AP,,,,,-127,,2,-36,8,-27
4188,安克,2020/06,M,-,6,8 8,AP,+,,,,234,,1,-17,100,-40
4190,佐登-KY,2020/06,M,-,5,6 6,AP,+,,,,350,,34,24,76,-16
4191,法德藥,2020/06,M,↓,8,9 9,AP +,+,,,,"-1,493",,1,-60,-303,-40
4192,杏國,2020/06,M,-,8,9 9,AP +,,,,,-37,,,-60,61,-40
4194,禾生技,2020/06,M,-,7,7 7, P,,,,,286,,2,-44,100,78
4195,基米,2020/06,M,-,7,6 6, P,+,,,,391,,4,2,100,70
4197,暐世,2020/06,M,-,7,7 7,AP,,,,,257,,2,11,86,-37
4198,欣大健康,2020/06,M,-,9,9 9,AP +,+,,,,35,,1,-60,79,-40
4205,中華食,2020/06,F,-,4,4 2,,,,,,735,,11,108,100,91
4207,環泰,2020/06,M,-,6,5 5,,+,,,,505,,34,49,78,56
4303,信立,2020/06,F,-,7,6 6, P,+,,,,414,,4,10,100,68
4304,勝昱,2020/06,M,-,D,9 9, P,+,,,,-424,,2,-60,-59,53
4305,世坤,2020/06,F,-,5,5 4,,,,,,585,,6,67,100,72
4306,炎洲,2020/06,M,-,7,8 8,AP,+,,,,167,,113,16,-15,-40
4401,東隆興,2020/06,M,↓,7,9 9,AP,+,,,,164,,34,1,45,-40
4402,福大,2020/06,M,-,9,9 9,AP,,,,,125,,1,-17,55,-2
4406,新昕纖,2020/06,F,-,6,6 6,AP,+,,,,345,,3,-15,100,59
4413,飛寶企業,2020/06,F,-,8,6 6,AP,,,,,344,,3,-1,100,32
4414,如興,2020/06,M,-,8,6 6,AP +,+,,,,357,,111,-9,67,8
4416,三圓,2020/06,M,-,8,9 9,APL+,+,,,+,-945,,1,36,-310,-40
4417,金洲,2020/06,M,-,6,5 5,A,+,,,,430,,25,50,90,-40
4419,元勝,2020/06,F,-,9,9 9,AP,,,,,134,,,-60,71,91
4420,光明,2020/06,F,-,5,6 6,AP,,,,,365,,8,-4,95,56
4426,利勤,2020/06,M,-,5,6 6,AP,,,,,415,,23,-4,100,66
4427,展頌,2020/06,M,-,9,9 9,AP,+,,,,-406,,45,-13,-135,70
4429,聚紡,2020/06,M,-,7,7 7,AP,+,,,,321,,4,-11,93,46
4430,耀億,2020/06,M,-,5,7 7,AP,,,,,270,,19,-1,76,-6
4431,敏成,2020/06,M,-,6,5 2,A,+,,,,686,,3,120,100,20
4432,銘旺實,2020/06,M,-,6,6 6,AP,+,,,,354,,10,-3,100,36
4433,興采,2020/06,M,-,6,6 6,A,+,,,,349,,20,23,78,6
4438,廣越,2020/06,M,-,5,5 5,A,,,,+,491,,92,23,82,-8
4439,冠星-KY,2020/06,M,-,5,3 3,AP,,,,,626,,38,56,100,81
4440,宜新實業,2020/06,F,-,5,5 5,A,,,,,474,,9,56,76,62
4502,健信,2020/06,M,↓,8,9 9,AP,+,,,,-132,,9,-29,-18,38
4503,金雨,2020/06,M,-,7,6 6,A,+,,,,383,,3,16,95,46
4506,崇友,2020/06,M,-,5,3 3,,+,,,,616,,44,89,100,-40
4510,高鋒,2020/06,M,-,7,8 8, P,+,,,,239,,20,-3,81,-40
4513,福裕,2020/06,M,↓,9,9 9,AP,,,,,73,,10,-12,42,-40
4523,永彰,2020/06,M,-,8,9 9,AP,+,,,,148,,7,-30,72,-8
4526,東台,2020/06,M,-,6,8 8,AP,+,,,,228,,81,-4,51,-40
4527,方土霖,2020/06,M,-,5,4 4,A,,,,,526,,19,63,100,-3
4528,江興鍛,2020/06,M,-,5,5 5,A,,,,,480,,22,44,78,70
4529,淳紳,2020/06,M,-,9,9 9, P,,,,,81,,,-36,31,100
4530,宏易,2020/06,M,-,8,7 7,AP,+,,,,258,,1,-10,100,-40
4532,瑞智,2020/06,M,-,4,4 4,AP,+,,,,546,,115,31,79,-15
4533,協易機,2020/06,M,-,6,6 6,AP,,,,,346,,32,-3,98,-8
4534,慶騰,2020/06,M,-,8,7 7,AP,,,,,278,,8,-9,83,25
4535,至興,2020/06,M,-,5,4 4,,,,,,514,,16,41,100,61
4536,拓凱,2020/06,M,-,4,3 3,,+,,,,631,,60,68,90,38
4537,旭東,2020/06,M, ↑,8,6 6,A,,,,,381,,23,68,57,-40
4538,大詠城,2020/06,F,-,6,6 5,A,+,,,,490,,3,44,100,52
4540,全球傳動,2020/06,M,-,6,7 7,AP,,,,,323,,28,6,95,-40
4541,晟田,2020/06,F,-,7,7 7,AP,,,,,267,,18,-8,72,33
4542,科嶠,2020/06,M,-,7,7 7,AP,,,,,282,,4,5,100,-40
4543,萬在,2020/06,M,-,6,7 7,AP,,,,,295,,9,,95,-15
4544,春日,2020/06,M,-,5,6 6,A,+,,,,353,,10,35,90,-40
4545,銘鈺,2020/06,M,-,6,6 6, P +,+,,,,392,,16,3,95,46
4546,長亨,2020/06,F,↓,7,9 9,AP,,,,,75,,19,-2,29,-40
4549,桓達,2020/06,M,-,5,5 4,A,,,,,548,,8,81,100,-13
4550,長佳,2020/06,M,-,6,7 7, P,+,,,,331,,8,8,92,16
4551,智伸科,2020/06,M,-,5,5 5,A,+,,,,421,,55,58,59,-40
4552,力達-KY,2020/06,M,-,5,4 4,AP,,,,,530,,41,22,100,82
4553,盛復,2020/06,F,-,7,9 9,AP,+,,,,141,,4,-19,54,17
4554,橙的,2020/06,M,-,7,7 7,AP,,,,,280,,2,-2,100,-27
4555,氣立,2020/06,M,-,6,7 7,A,,,,,334,,20,34,77,-40
4556,旭然,2020/06,M,-,7,6 6, P,+,,,,351,,5,33,94,-40
4557,永新-KY,2020/06,M,-,5,5 5,A,,,,,493,,11,62,100,-14
4558,寶緯,2020/06,F,-,8,8 8,AP,,,,,218,20,8,5,51,32
4559,久裕興,2020/06,M,-,9,8 8, P,+,,,,174,,8,1,32,58
4560,強信-KY,2020/06,M,-,5,6 6,AP,,,,,389,,11,39,97,-40
4561,健椿,2020/06,F,-,6,8 8, P,,,,,244,,8,15,75,-40
4562,穎漢,2020/06,M,-,8,9 9,AP,+,,,,26,,9,-17,34,-40
4563,百德,2020/06,M,↓,7,9 9, P,+,,,,100,,23,-24,57,-40
4564,元翎,2020/06,M,-,5,4 4,,,,,,564,,31,55,88,73
4565,宏偉,2020/06,M,-,6,5 4,A,,,,,560,,10,93,100,-40
4566,時碩工業,2020/06,M,-,5,5 5,,,,,,424,,31,20,92,27
4568,科際精密,2020/06,M,-,6,5 4,A,+,,,,552,,7,66,100,40
4570,傑生,2020/06,M,-,7,6 6,A,+,,,,387,,11,47,88,-40
4571,鈞興-KY,2020/06,M,-,5,4 4,AP,,,,,529,,12,73,100,-13
4572,駐龍,2020/06,M,↓,6,6 5,A,,,,,434,,7,54,100,-40
4573,高明鐵,2020/06,M,-,8,9 9,AP,,,,,-162,,5,-7,-32,-40
4575,銓寶,2020/06,M,-,7,8 8,AP,+,,,,174,,12,5,59,-40
4576,大銀微系統,2020/06,M,-,7,7 7,,,,,,324,,28,22,81,-40
4577,達航,2020/06,M,-,7,7 7,AP,+,,,,299,,9,39,68,-40
4578,總格精密,2020/06,M,-,7,6 6,AP,+,,,,351,,5,39,88,-40
4580,捷流閥業,2020/06,M,-,4,4 3,A,,,,,622,,17,105,90,3
4581,光隆精密-KY,2020/06,M,-,5,5 5, P,,,,,480,,6,51,95,32
4582,聚恆,2020/06,M,-,7,8 8,AP,,,,,215,,10,7,70,-40
4609,唐鋒,2020/06,M,↓,8,8 8,AP,+,,,,171,,3,-57,85,61
4702,中美實,2020/06,M,-,8,6 6, P,+,,,,348,,7,-1,81,90
4706,大恭,2020/06,M,-,6,6 6,AP,,,,,354,,9,23,100,-32
4707,磐亞,2020/06,F,-,7,6 6,,+,,,,381,,21,24,59,90
4711,永純,2020/06,M,-,6,6 6,A,,,,,400,,6,22,100,24
4712,南璋,2020/06,M,-,9,9 9,AP,+,,,,71,,1,-32,47,17
4714,永捷,2020/06,M,-,7,8 8,AP,+,,,,192,,7,-3,74,-40
4716,大立,2020/06,M,-,6,6 6,AP,+,,,,367,,6,4,99,46
4720,德淵,2020/06,M,-,5,6 6,AP,+,,,,361,,21,15,73,54
4721,美琪瑪,2020/06,M,-,5,4 4,A,,,,,533,,17,49,93,74
4722,國精化,2020/06,M,-,5,4 4,A,,,,,547,,26,54,100,34
4725,信昌化,2020/06,F,-,8,9 9, P,+,,,,"-1,113",,62,-60,-241,90
4726,永昕,2020/06,F,-,7,5 4,,+,,,,570,,5,70,100,49
4728,雙美,2020/06,M,-,6,5 3,A,+,,,,667,,5,120,100,-2
4729,熒茂,2020/06,M,-,8,8 8, P,+,,,,211,,13,-2,43,60
4730,通用,2020/06,M,-,7,7 7,AP,,,,,319,,9,31,64,17
4732,彥臣,2020/06,M,-,8,6 3,,,,,,637,,3,104,100,20
4735,豪展,2020/06,M,-,6,5 3,A,+,,,,616,,8,120,89,-28
4736,泰博,2020/06,M,-,5,3 2,A,,,,,726,,53,120,100,-40
4737,華廣,2020/06,M,-,7,8 8,AP,,,,,173,,22,-4,57,-31
4738,尚化,2020/06,M,-,9,9 9, P,+,,,,121,,1,-26,58,7
4739,康普,2020/06,M,-,5,6 6, P,+,,,,381,,49,2,75,56
4741,泓瀚,2020/06,M,-,5,6 6,AP,,,,,360,,4,,100,42
4743,合一,2020/06,M,-,7,7 7,AP,+,,,,333,,1,24,100,-40
4744,皇將,2020/06,M,-,6,6 6,AP,+,,,,366,,9,35,95,-40
4745,合富-KY,2020/06,M,-,6,5 5,A,,,,+,505,,37,57,100,-40
4746,台耀,2020/06,M,-,7,8 8, P,,,,,219,,43,-5,65,-40
4747,強生,2020/06,M,-,6,6 5,,,,,,482,,3,72,100,-40
4754,國碳科,2020/06,M,-,5,6 4,A,,,,,513,,3,62,93,41
4755,三福化,2020/06,M,-,5,4 4,,+,,,,589,,31,64,96,48
4760,勤凱,2020/06,F,-,6,6 4,A,,,,,515,,5,97,84,-39
4763,材料-KY,2020/06,M,-,5,4 3,A,,,,,668,,16,117,79,48
4764,雙鍵,2020/06,M,-,5,6 6,AP,,,,,402,,27,15,81,55
4765,磐采,2020/06,F,-,6,6 5,A,,,,,488,,5,65,82,38
4766,南寶,2020/06,M,-,4,2 2,,+,,,,698,,99,47,100,61
4767,誠泰科技,2020/06,M,-,6,5 5,,+,,,,436,,7,29,100,37
4768,晶呈科技,2020/06,M,-,7,6 5,A,,,,,455,,4,86,77,-40
4770,上品,2020/06,M,-,4,4 4,A,,,,,535,,24,87,89,-40
4804,大略-KY,2020/06,M,-,8,8 8,AP,,,,,189,,3,-17,73,-40
4807,日成-KY,2020/06,M,-,6,5 5,A,+,,,,489,,11,39,100,52
4903,聯光通,2020/06,M,↓,9,9 9, P,+,,,,117,,6,-46,87,-40
4904,遠傳,2020/06,M,-,2,2 2,,+,,,,745,,140,71,58,78
4905,台聯電,2020/06,M,-,8,7 7,AP,+,,,,250,,1,-7,100,-40
4906,正文,2020/06,M,↓,6,5 5,AP,+,,,+,467,,98,2,88,12
4907,富宇,2020/06,F,-,8,9 9,AP,,,,,-41,,24,9,-35,-1
4908,前鼎,2020/06,F,-,6,6 4,A,+,,,,538,,7,79,100,-13
4909,新復興,2020/06,M,-,6,6 6, P,,,,,369,,8,2,100,49
4911,德英,2020/06,F,-,7,7 7,AP,,,,,257,,,-10,100,-40
4912,聯德控股-KY,2020/06,M,-,5,5 5,,+,,,,499,,41,55,69,46
4915,致伸,2020/06,M,-,4,2 2,AP,+,,,+,676,,140,26,82,73
4916,事欣科,2020/06,M,-,7,7 7, P,,,,,323,,38,-7,65,78
4919,新唐,2020/06,M,-,4,3 3,,+,,,,649,,79,49,100,45
4920,尚芳,2020/06,M,-,8,7 7,AP,,,,,273,,3,,100,-40
4923,力士,2020/06,F,-,7,6 6,AP,+,,,,337,,3,-7,100,28
4924,欣厚-KY,2020/06,M,-,8,6 4,AP,+,,,,520,,3,51,100,61
4925,智微,2020/06,M,-,6,7 7,AP +,+,,,,285,,6,-33,100,46
4927,泰鼎-KY,2020/06,M,-,4,3 3,A,,,,,652,,79,77,83,14
4930,燦星網,2020/06,M,-,5,3 3,AP,+,,,+,603,,73,26,100,80
4931,新盛力,2020/06,M,-,5,5 5,,+,,,,498,,10,39,100,62
4933,友輝,2020/06,M,-,6,5 5,A,,,,,497,,22,34,100,51
4934,太極,2020/06,M,-,8,5 4, P,,,,,533,,20,45,88,95
4935,茂林-KY,2020/06,M,-,5,3 3,,,,,,665,,66,71,100,19
4938,和碩,2020/06,M,-,3,3 3,AP,+,,,+,638,,140,19,74,81
4939,亞電,2020/06,M,-,6,7 7,AP,,,,,322,,14,24,85,-32
4942,嘉彰,2020/06,M,-,5,3 3,,,,,,615,,62,55,100,25
4943,康控-KY,2020/06,M,-,7,7 7,AP,,,,,290,,54,-12,89,-40
4944,兆遠,2020/06,M,-,9,9 9,AP,+,,,,42,,4,-43,42,48
4945,陞達科技,2020/06,M,-,6,6 3,A,+,,,,615,,2,94,100,29
4946,辣椒,2020/06,M,-,8,9 9, P +,+,,,,109,,1,-60,63,98
4949,有成,2020/06,M,-,7,5 5,,,,,,439,,14,50,80,21
4950,牧東,2020/06,M,-,8,7 7,AP,+,,,,270,,2,-33,90,68
4951,精拓科,2020/06,M,-,6,6 4,A,,,,,560,,3,82,100,8
4952,凌通,2020/06,M,-,5,5 4,A,+,,,,526,,19,55,100,25
4953,緯軟,2020/06,M,-,5,4 3,A,+,,,,658,,32,81,100,52
4956,光鋐,2020/06,M,-,7,6 6,AP,+,,,,389,,11,32,100,-40
4958,臻鼎-KY,2020/06,M,-,3,1 1,A,+,,,,775,,140,39,100,77
4960,誠美材,2020/06,M,-,9,6 6,AP +,+,,,,397,,81,-11,79,58
4961,天鈺,2020/06,M,-,6,4 4, P,,,,,525,,58,22,100,43
4966,譜瑞-KY,2020/06,M,-,3,2 1,A,,,,,904,,87,119,100,75
4967,十銓,2020/06,M,-,6,4 4,A,+,,,,555,,41,84,56,54
4968,立積,2020/06,M,-,5,4 3,,,,,,643,,25,106,99,-23
4971,IET-KY,2020/06,M,-,6,6 6, P,+,,,,364,,6,1,100,43
4972,湯石照明,2020/06,M,↓,6,6 5,A,,,,,426,,6,20,100,42
4973,廣穎,2020/06,M,-,6,6 6, P,,,,,416,,25,2,96,70
4974,亞泰,2020/06,M,-,5,4 3,A,,,,,657,,27,77,100,71
4976,佳凌,2020/06,F,-,6,7 7,AP,+,,,,309,,9,-17,100,24
4977,眾達-KY,2020/06,M,-,6,4 3,A,,,,,642,,21,88,100,38
4979,華星光,2020/06,M,-,8,7 7, P +,+,,,,320,,10,4,84,17
4980,佐臻,2020/06,M,↓,8,8 8,AP,+,,,,243,,3,-27,90,22
4987,科誠,2020/06,M,-,5,6 5,A,+,,,,424,,6,51,100,-40
4989,榮科,2020/06,M,-,6,6 6,A,+,,,,408,,19,3,100,56
4991,環宇-KY,2020/06,M,-,5,5 5,AP,,,,,465,,20,32,100,21
4994,傳奇,2020/06,M,-,6,4 2,,,,,,698,,22,87,100,93
4995,晶達,2020/06,M,-,6,6 4,A,,,,,521,,8,64,96,25
4999,鑫禾,2020/06,M,-,5,5 4,,,,,,566,,23,80,100,-20
5007,三星,2020/06,M,-,4,4 4,A,,,,,582,,50,58,100,9
5009,榮剛,2020/06,M,-,5,7 7,AP,+,,,,297,,87,7,52,-40
